HVMID,cn_name,pinyin_name,en_name,latin_name,Properties,Meridians,UsePart,Function,Indication,Toxicity,Clinical_manifestations,Therapeutic_en_class,Therapeutic_cn_class,HERB_id,TCMID_id,TCM_ID_id,SymMap_id,TCMSP_id
HVM0109,白花映山红,BAI HUA YING SHAN HONG,Snow Azalea,Rhododendron mucronatum,,,"flower, root and leaf","To harmonize blood, dissipate stasis, relieve cough.","Blood ejection, hematochezia, dysentery, flooding and spotting, cough, knocks and falls.",,,,,HERB000213,,7604.0,,
HVM0110,白花罂粟,BAI HUA YING SU,White Poppy,Papaver album,,,,,,,,,,HERB000214,,3562.0,,
HVM0111,白花油麻藤,BAI HUA YOU MA TENG,Whiteflower Mucuna,Mucuna birdwoodiana,,,rattan,"To supplement blood and quicken blood, free channels and quicken network vessels.","blood vacuity, septicemia, menstrual disorder, numbness and paralysis, aching in lumbus and legs.",,,,,HERB000215,,2532.0,,
HVM0112,白及,BAI JI,Bletilla Striata (Thunb.Ex A.Murray)Rchb.F.,,,,,,"Hemoptysis, blood ejection, spontaneous external bleeding, hematochezia, bleeding due to external injury, swelling toxin of welling abscess and sore, burns and scalds, cracking of hands and feet, splitting of anus.",,"1. To stop bleeding by astringing: Usually used for bleeding from the stomach, the lung and trauma. 2. To remove the necrotic tissues and promote granulation (pulmonary tuberculosis, bronchietasis, peptic ulcer, skin ulcer, and anal fissure, skin chap of ",Astringent Hemostatic Medicinal,收敛止血药,HERB000216,SMHB00014,2447.0,14.0,23.0
HVM0113,白蒺藜,BAI JI LI,Tribulus fruit,Fructus Tribuli,Warm; Bitter,Lung; Liver,Tribulus terestris L.,"Treatment of headache and dizziness, distending pain in the chest and costal regions, cessation of milk secretion, mastitis, redness of the eye with formation of nebula, urticaria with itching.","Treatment of headache and dizziness, distending pain in the chest and costal regions, cessation of milk secretion, mastitis, redness of the eye with formation of nebula, urticaria with itching.",,,For calming liver and containing wind,平肝息风,HERB000217,SMHB00197,2802.0,,24.0
HVM0114,白坚木,BAI JIAN MU,Campus-belu Aspidosperma,Aspidosperma campus - belus,,,,,,,,,,HERB000218,,1832.0,,
HVM0115,败酱,BAI JIANG,Whiteflower Patrinia Equivalent plant: Patrinia scabiosaefolia,Patrinia villosa,,,whole herb,"To clear heat and resolve toxin, expel pus and break stasis.","Intestinal welling abscess, dysentery, red and white vaginal discharge, postpartum blood stasis abdominal pain, red eyes with gall, swollen welling abscess, scab and lichen.",,,,,HERB000219,,3973.0,,
HVM0116,白僵蚕,BAI JIANG CAN,Silkworm Larva,Bombyx mori,Salty;  pungent; neutral,Liver; lung,dried larva,"To dispel wind and resolve tetany, transform phlegm and dissipate binds, resolve toxin and disinhibit throat.","Epilepsy, fright wind and convulsion, swelling pain in throat, acute infection of upper respiratory tract, epidemic parotitis, diabetes mellitus, temporomandibular lymphrnoditis, facial paralysis, itchy skin.",,,For calming liver and containing wind,平肝息风,HERB000220,,5327.0,,901.0
HVM0117,败酱草,BAI JIANG CAO,All - grass of Dahurian Patrinia,Herba Patriniae,Minor cold; Pungent; Bitter,Large Intestine; Stomach; Liver,,"1. To eliminate heat and toxic material, relieve abscess and promote pus drainage. 2. To remove blood stasis and alleviate pain","1. Two active components, patrinene and isopatrinene, possess sedative effect. 2. To promote regeneration of hepatic cells and portal circulation, protect hepatic cells from degernation and improve hepatic function.",,"1. Two active components, patrinene and isopatrinene, possess sedative effect. 2. To promote regeneration of hepatic cells and portal circulation, protect hepatic cells from degernation and improve hepatic function. ",Antipyretic Detoxicate Drugs,清热解毒药,HERB000221,SMHB00031,5328.0,31.0,25.0
HVM0118,白胶香,BAI JIAO XIANG,Beautiful Sweetgum Resin,Resina Liquidambaris,Mild; Pungent; Bitter,,Liquidambar formosana Hance,"Treatment of traumatic injuries, swelling and pain of carbuncle and boil, spitting of blood, epistaxis and traumatic hemorrhage.","Treatment of traumatic injuries, swelling and pain of carbuncle and boil, spitting of blood, epistaxis and traumatic hemorrhage.",,,,,HERB000222,,5506.0,,26.0
HVM0119,白芥,BAI JIE,Caulis et Folium Sinapis albae,,,,,,,,,,,HERB000223,,6881.0,,
HVM0120,白桔梗,BAI JIE GENG,Balloonflower root,Radix Platycodi,Mild; Pungent; Bitter,Lung; Stomach,Platycodon grandiflorum (Jacq.) A. DC.,"Treatment of cough with much phlegm, sore throat, hoarseness of voice, lung abscess with purulent expectoration, absecess difficult to burst after suppuration.","1. Small dosage of platycodoside, one of its active components, can increase secretion of respiratory tract and promote expectoration.2. Platycodoside may also serve as a sedative, an analgesic and an antipyretic.3. Its decoction inhibits the growth of Staphylococcus aureus and Bacillus typhoid in vitro.",,"1. Small dosage of platycodoside, one of its active components, can increase secretion of respiratory tract and promote expectoration.2. Platycodoside may also serve as a sedative, an analgesic and an antipyretic.3. Its decoction inhibits the growth of St","For desolving phlegm, stopping cougth, and soothing breathing",化痰止咳平喘,HERB000224,SMHB00216,5750.0,,27.0
HVM0121,白芥子,BAI JIE ZI,White Mustard Seed,Sinapis alba,Warm; Pungent,Lung,seed,"To transform phlegm and expel rheum, dissipate binds and disperse swelling.","Cough and asthma with abundant phlegm, fullness in chest and rib-side pain, numbness in limbs, swelling pain in joints, damp phlegm streaming sore, swelling toxin of flat abscess.",,"1. The hydrolyzates of sinalbin may irritate the skin and cause flushing, congestion pain. 2. Emetic and expectorant; over dosage may cause gastritis. 3. Inhibiting the growth of Trichophyton violaceum and Trichophyton schoenleini in vitro.","For desolving phlegm, stopping cougth, and soothing breathing",化痰止咳平喘,HERB000225,,1399.0,,28.0
HVM0122,白槿花,BAI JIN HUA,Shrubalthea Flower,Flos Hibisci,Cool; Sweet; Slightly Bitter,Lung; Spleen; Liver,Hibiscus syriacus L.,,,,,,,HERB000226,,1153.0,,29.0
HVM0123,白菊花根,BAI JU HUA GEN,Chrysanthemum morifoliumRamat,,,,,,,,,,,HERB000227,,4992.0,,
HVM0124,白蜡树,BAI LA SHU,Chinese Ash Bark,Fraxinus chinensis,,,bark,See Fraxinus rhynchophylla.,See Fraxinus rhynchophylla .,,,,,HERB000228,,1445.0,,
HVM0125,白兰根,BAI LAN GEN,,,,,,,,,,,,HERB000230,,7933.0,,
HVM0126,白兰花,BAI LAN HUA,Bailan Flower,Michelia alba,,,flower,"To transform damp, move qi , relieve cough.","Oppression in chest and abdomen distention, summerheat stroke, cough, prostatitis, Vaginal discharge.",,,,,HERB000231,,6288.0,,
HVM0127,白藜芦醇,BAI LI LU,White Falsehellebore,Veratrum album,,,,,,,,,,HERB000232,,7813.0,,
HVM0128,百里香 ,BAI LI XIANG,Breckland Thyme,Thymus serpyllum,,,,,,,,,,HERB000233,,3352.0,,
HVM0129,百里香酚,BAI LI XIANG FEN,,Thymol,,,,,,,,,,HERB000234,,3398.0,,30.0
HVM0130,白蔹,BAI LIAN,root of Japanese Ampelopsis ,Radix Ampelopsis,Minor cold; Pungent; Bitter,Stomach; Heart,tuberoid,"To remove toxic heat, to cure carbuncles, and to reduce nodules.","Swelling toxin of sore and welling abscess, burns and scalds, scrofula, damp sore, warm malaria, frightepilepsy, blood dysentery, intestinal wind, hemorrhoids and fistulas, leukorrhea, knocks and falls, bleeding due to external injury.",,,Antipyretic Detoxicate Drugs,清热解毒药,HERB000237,SMHB00015,8099.0,15.0,31.0
HVM0131,白蔹子,BAI LIAN ZI,Fructus Ampelopsis japponicae,,,,,,,,,,,HERB000238,,1794.0,,
HVM0132,百两金,BAI LIANG JIN,Crispateleaf Ardisia,Ardisia crispa,,,root and rhizome,"To clear heat and disinhibit throat, dispel phlegm and disinhibit damp, quicken blood and resolve toxin.","Swelling pain in throat, cough with inhibited phlegm, damp-heat jaundice, dribbling pain of urination, wind-damp impediment pain, knocks and falls, clove sore, innominate toxin swelling, snake bite.",,,,,HERB000239,,7900.0,,
HVM0133,白马骨,BAI MA GU,all - grass of Snow of June.,Herba Serissae,Cool; Pungent; Bitter,Spleen; Liver,Serissa serissoides (DC.) Druce.,,,,,,,HERB000241,,1708.0,,33.0
HVM0134,白茅根,BAI MAO GEN,Lalang Grass Rhizome,Rhizoma Imperatae,Sweet; cold,Lung;  stomach; bladder,,"To arrest bleeding by reducing heat in blood, to remove heat, and to cause diuresis.","1. Its aqueous infusion exerts a significant diuretic effect in experimental animals. 2. Shortening clotting time and bleeding time, and decreasing the permeability of blood vessels. 3. Inhibiting the growth of Staphylococcus aureus and Bacillus dysenteriae.",,"1. Its aqueous infusion exerts a significant diuretic effect in experimental animals. 2. Shortening clotting time and bleeding time, and decreasing the permeability of blood vessels. 3. Inhibiting the growth of Staphylococcus aureus and Bacillus dysenteri",Blood-Cooling Hemostatic Medicinal,凉血止血药,HERB000242,SMHB00018,6014.0,18.0,902.0
HVM0135,白茅根,BAI MAO GEN II,,,,,,,,,,,,HERB000243,SMHB00018,4445.0,,
HVM0136,白茅根,BAI MAO GEN(1),Lalang Grass Rhizome,Imperata cylindrica var. major,,,rhizome,"To cool blood and stanch bleeding, clear heat and engender liquid, disinhibit urine and free strangury.","Acute nephritis with edema, acute glomerulonephritis, chronic glomerulonephritis, acute hepatitis, blood ejection due to blood heat, spontaneous external bleeding, hematuria, febrile diseases with vexation and thirst, jaundice, edema, heat strangury with inhibited pain, measles papules.",,,,,HERB000244,SMHB00018,5248.0,,
HVM0137,白茅根,BAI MAO GEN(4),Golden-seal,Hydrastis canadensis,,,,,,,,,,HERB000245,SMHB00018,2277.0,,
HVM0138,白毛藤,BAI MAO TENG,Herba Solani Lyrati,,,,,,"Malaria, jaundice, edema, strangury, pain in joints due to rheumatalgia, erysipelas, clove sore.",,,Antipyretic Detoxicate Drugs,清热解毒药,HERB000246,SMHB00016,3187.0,16.0,
HVM0139,白毛夏枯草,BAI MAO XIA KU CAO,all - grass of Decumbent Bugle,Herha Ajugae Ciliatae,,,whole herb,"1. To clear lung-heat, eliminate phlegm and relieve cough. 2. to clear away heat and toxic material, and relieve carbuncle.  3. Clear away heat to cool the blood. 4. Lower blood pressure.","Swelling pain in throat, lung heat cough, pulmonary welling abscess, red eyes with gall, dysentery, swollen welling abscess and clove sores, poisonous snake bite, knocks and falls.",,1. Antitussive and expectorant. 2. Its acid-alcoholic extract exerts an antiasthmatic effect on experimental animals with asthma.3. Its alcoholic extract inhibits the growth of Streptococcus and Straphylococcus aureus in vitro. ,Antipyretic Detoxicate Drugs,清热解毒药,HERB000247,SMHB00017,3926.0,17.0,903.0
HVM0140,白梅花,BAI MEI HUA,Japanese Apricot Flower,Prunus mume,,,bud,"To soothe liver, harmonize stomach and transform phlegm.","Globus hystericus, liver stomach qi pain, inappetence, dizziness, scrofula.",,,,,HERB000249,,3219.0,,
HVM0141,白木通,BAI MU TONG,Austral Akebia,Akebia trifoliata var. australis,,,stem,See Akebia quinata.,See Akebia quinata.,,,,,HERB000250,,5749.0,,
HVM0142,白木通根,BAI MU TONG GEN,Austral Akebia Root,Akebia trifoliata var. australis,,,root,See Akebia quinata.,See Akebia quinata.,,,,,HERB000251,,6164.0,,
HVM0143,白木乌桕,BAI MU WU JIU,Japanese Sapium,Sapium japonicum,,,root cortex and leaf,"To dissipate stasis blood, strengthen lumbus and knees.","Taxation damage, aching in lumbus and knees.",,,,,HERB000252,,3735.0,,
HVM0144,白木香,BAI MU XIANG,Chinese Eaglewood,Aquilaria sinensis,,,resinous wood,See Aquilaria agallocha.,See Aquilaria agallocha .,,,,,HERB000253,,4210.0,,
HVM0145,白牛胆,BAI NIU DAN,Herba Inulae cappae,,,,,,,,,,,HERB000254,,2767.0,,
HVM0146,白皮松,BAI PI SONG,Lacebark Pine,Pinus bungeana,,,cone,"To dispel phlegm, relieve cough, calm asthma.","Chronic trachitis, asthma, cough and shortness of breath, abundant phlegm.",,,,,HERB000256,,1372.0,,
HVM0147,白前,BAI QIAN,Cynchum root,Rhizoma cynchi stauntonii,Minor Warm; Pungent; Bitter,Lung,,1. To resolve phlegm and stop cough; 2. To conduct qi downward,1. Treatmant of cough due to invasion by exogenous pathogenic factors. Swallowwort rhizome (Baiqian) is used with Schizonepeta (Jingjie) and Platycodon root (Jiegeng) in the formula Zhisuo San. 2. Treatment of turbid phlegm blocking the lungs ,,,Phlegresolving Medicine,化痰药,HERB000257,SMHB00019,6108.0,19.0,34.0
HVM0148,白千层,BAI QIAN CENG,Cajeput-tree,Melaleuca leucadendra,,,leaf,"To dispel wind and resolve exterior, disinhibit damp and relieve itch.","Common cold with fever, wind-damp bone pain, abdominal pain and diarrhea, wind papules, eczema.",,,,,HERB000258,,5661.0,,
HVM0149,白屈菜,BAI QU CAI,Chelidonii Herba,,,,whole herb,,"Pain in sensory nerve endings, pain from ulcer in digestive tract, stomachache, abdominal pain, enteritis, dysentery, chronic bronchitis, pertussis, cough, jaundice, edema, ascites, scab and lichen with swelling of sores, snake or insect bites.",,,Antitussive Antiasthmetics,止咳平喘药,HERB000259,SMHB00020,2785.0,20.0,
HVM0150,白屈菜根,BAI QU CAI GEN,Radix Chelidonii maji,,,,,,,,,,,HERB000260,,3070.0,,
HVM0151,百日草,BAI RI CAO,Youth-and-old-age,Zinnia elegans,,,whole herb,"To clear heat, disinhibit damp, resolve toxin.","Damp-heat dysentery, strangury syndrome, mammary welling abscess, swollen boil.",,,,,HERB000261,,5593.0,,
HVM0152,百日青,BAI RI QING,Thitmin,Podocarpus neriifolius,,,,,,,,,,HERB000262,,5351.0,,
HVM0153,百蕊草,BAI RUI CAO,Chinese Bastardtoadflax,Thesium chinense,,,whole herb,"To clear heat, disinhibit damp, resolve toxin.","Wind-heat common cold, summerheat stroke, pulmonary welling abscess, nipple moth, scrofula, mammary welling abscess, swollen boil, strangury syndrome, jaundice, lumbago, emission.",,,,,HERB000264,,2210.0,,
HVM0154,白散沫花,BAI SAN MO HUA,White Henna,Lawsonia alba,,,,,,,,,,HERB000265,,2073.0,,
HVM0155,白芍,BAI SHAO,White peony root,Radix Paeoniae Alba,Minor cold; Sour; Bitter,Spleen; Liver,root,1. To nourish blood and consolidate the yin; 2. To pacify the liver and stop pain; 3. To soothe liver yang,"Headache and dizziness, pain in rib-side, abdominal pain, spasm in limbs, anemia with yellow complexion, menstrual disorder, profuse menstruation, spontaneous sweating, night sweating.",,1. Dilating the coronary artery and blood vessels of hind legs in dogs. 2. Lowering blood pressure transiently. 3. Inhibiting the intestines in rabbits in vitro. 4. Its component paeoniflorin inhibits the central nervous systems.,Blood-Tonifying Medicinal,补血药,HERB000267,SMHB00021,3997.0,21.0,35.0
HVM0156,白芍药,BAI SHAO YAO,,,,,,,,,,,,HERB000268,,3884.0,,
HVM0157,白首乌,BAI SHOU WU,Bunge Swallowwort Equivalent plant: Cynanchum auriculatum,Cynanchum bungei,,,tuberoid,"To supplement lung and boost kidney, strengthen sinews and bones, boost essence and blood, fortify spleen and disperse food, resolve toxin and cure sores.","Aching in lumbus and knees, impotence and emission, dizziness and tinnitus, palpitation and insomnia, inappetence, child gan sore, postpartum scant milk, swelling toxin of sore and welling abscess, poisonous snake bite.",,,,,HERB000271,,5689.0,,
HVM0158,白鼠狼,BAI SHU LANG,Hispid Yam,Dioscorea hispida,,,tuber,"To clear heat and resolve toxin, disperse swelling.","Swelling toxin of welling abscess and flat abscess, syphilis, chancre, painful swelling from knocks and falls.",,,,,HERB000272,,4567.0,,
HVM0159,柏树叶,BAI SHU YE,Chinese Weeping Cypress Leaf,Cupressus funebris,,,leaf,"To cool blood and stanch bleeding, close sores and engender flesh.","Blood ejection, blood dysentery, hemorrhoids, lai, scalds, knife wound, poisonous snake bite.",,,,,HERB000273,,2501.0,,
HVM0160,白水仙,BAI SHUI XIAN,Paper-white Narcissus,Narcissus papyraceus,,,,,,,,,,HERB000274,,1356.0,,
HVM0161,白苏梗,BAI SU GENG,Caulis Perillae frutescentis,,,,,,,,,,,HERB000276,,2263.0,,
HVM0162,白苏叶,BAI SU YE,Common Perilla Leaf,Perilla frutescens,,,leaf,"To course wind and diffuse lung, rectify qi and disperse food, resolve toxin of fish and crab.","Common cold due to wind-cold, cough and asthma, distention and oppression in stomach duct and abdomen, non-digestion of food accumulation, vomiting and diarrhea, cold dysentery, po isoning of fish or crab, genital swelling, leg qi with swelling toxin, snake or insect bites.",,,,,HERB000277,,6589.0,,
HVM0163,白苏子,BAI SU ZI,Common Perilla Fruit,Perilla frutescens,,,fruit,"To downbear qi and disperse phlegm, calm asthma, moisten intestines.","Phlegm congestion and qi counterflow, cough and asthma, intestinal dry and constipation.",,,,,HERB000278,,3090.0,,
HVM0164,白头翁,BAI TOU WENG,Root of Chinese Pulsatilla,Radix Pulsatillae,Cold; Bitter,Large Intestine; Stomach; Liver,root,1. To clear heat and release toxins; 2. To cool the blood and stop dysentery,"Amebic dysentery, nosebleed, flooding and spotting, bleeding from hemorrhoids, cold-heat warm malaria, vaginal discharge, pudendal itch, eczema, scrofula, welling abscess, painful red eyes, neurodermatitis.",,1. It's bacteriostatic effect is synergetic to that of streptomycin. Proanemonin and anemonin are the two bacteriostatic components. 2. Inhibitory on the growth of amoeba completely with 1:40 decoction in vitro .3. Sedative and analgesic. 4. Okinalein and,Antipyretic Detoxicate Drugs,清热解毒药,HERB000281,SMHB00023,6999.0,23.0,36.0
HVM0165,白头翁花,BAI TOU WENG HUA,bloom of Radix Pulsatillae Chinensis,,,,,,,,,,,HERB000282,,2894.0,,
HVM0166,白头翁叶,BAI TOU WENG JING YE,leaf of Radix Pulsatillae Chinensis,,,,,,,,,,,HERB000283,,7071.0,,
HVM0167,白土苓,BAI TU LING,,,,,,,,,,,,HERB000284,,7788.0,,
HVM0168,白薇,BAI WEI,Blackend Swallowwort Root,Radix cynchi atrati,Cold; Bitter; Salty,Stomach; Liver,root,"To remove heat from blood, to relieve dysuria, and to counteract toxicity and cure sores.",See Tylophora ovata .,,"An active component contained in its root, cynanchol, can lower fever and promote diuresis.",Asthenic Heat Dispelling Drugs,清虚热药,HERB000285,SMHB00024,2226.0,24.0,37.0
HVM0169,白鲜皮,BAI XIAN PI,Dictamni Cortex,,,,,,"1. Inhibiting the growth of pathogenic fungi. 2. Its infusion lowers vaccine-induced fever in rabbits. 3. Dictamnine, one of its active components, increase the myocardial tone of frogs.",,"1. Inhibiting the growth of pathogenic fungi. 2. Its infusion lowers vaccine-induced fever in rabbits. 3. Dictamnine, one of its active components, increase the myocardial tone of frogs.",Heat-Clearing And Dampnessdrying Medicinal,清热燥湿药,HERB000286,SMHB00025,3445.0,25.0,38.0
HVM0170,白鲜树,BAI XIAN SHU,Shortstamen Stephania,Stephania brachyandra,,,tuberoid,"To move qi and quicken blood, dispel wind and relieve pain, clear heat and resolve toxin.","Stomachache, wind-damp impediment pain, knocks and falls, dysmenorrhea, swelling toxin of welling abscess and boil, eczema.",,,,,HERB000287,,4488.0,,
HVM0171,白香草木樨,BAI XIANG CAO MU XI,White Sweetclover,Melilotus albus,,,whole herb,"To clear heat and resolve toxin, harmonize stomach and transform damp.","Summerheat-heat and oppression in chest, headache, bad breath, malaria, dysentery, strangury, skin sores.",,,,,HERB000288,,6557.0,,
