HVPID,name,Prescription Composition,Instructions,Treatment Symptoms,Source Document
HVP0108,通闭散,香附5钱，陈皮5钱，赤茯苓1两。,,血热成淋。气壅小便不利。[Blood heat becomes drenching. It's not good to urinate because of qi stagnation.(Machine translation.)],《明医指掌》卷七。
HVP0109,当归失笑散,当归5钱，蒲黄（炒黑）5钱，五灵脂5钱。,,"产后心腹绞痛欲死，及儿枕作痛。[Postpartum angina, want to die, and the child pillow pain.(Machine translation.)]",《明医指掌》卷九。
HVP0110,三黄枳实汤,黄芩1钱，黄连1钱，大黄（煨）1钱，厚朴5争，甘草5分，枳实1钱。,,"类中风，痰火炽盛，烦渴便秘，脉数大。[Apoplexy, excessive phlegm, thirst, constipation, pulse number.(Machine translation.)]",《明医指掌》卷二。
HVP0111,荆黄散,荆芥2钱，人参1钱，甘草5分，大黄6分。,,上焦气热所冲之暴吐。[The heat of Shangjiao's Qi makes it spit out suddenly.(Machine translation.)],《明医指掌》卷五。
HVP0112,金色泻黄饮,白芷3钱，升麻2钱，枳壳（炒）2钱，黄芩（炒）2钱，防风（去芦）2钱，半夏2钱，石斛2钱，甘草1钱。,,"脾经风热，口唇燥裂。[The spleen meridian is hot with wind, and the lips are dry and cracked.(Machine translation.)]",《明医指掌》卷八。
HVP0113,和中清热饮,黄连（姜炒）1钱，半夏（姜制）1钱，茯苓1钱5分，陈皮7分，藿香7分，砂仁7分。,,"小儿热吐。小儿（口见）乳，面色多赤，二便微秘，手足指热。[Fever vomiting in children. Children (mouth see) milk, complexion red, two will micro secret, hand and foot finger heat.(Machine translation.)]",《明医指掌》卷十。
HVP0114,黄耆鳖甲汤,黄耆2钱（蜜炙），陈皮1钱（炒），鳖甲1钱（炙），何首乌3钱（蒸熟，忌铁）。,,"阴阳俱虚，正不胜邪，多汗而疟者。久疟不止，脉软微数者。[Deficiency of yin and Yang, excess of yin and evil, sweating and malaria. Long time malaria, pulse soft micro number.(Machine translation.)]",《明医指掌》卷四。功效:滋营补气。
HVP0115,雄黄解毒散,雄黄1两，铜绿2钱5分。,,"痘疮后牙疳口臭，或走马疳龈颊蚀烂，或肢体成痘疳凹陷不愈。[After acne, the patient suffered from bad breath, gingival and buccal erosion, or sunken limbs.(Machine translation.)]",《明医杂著》卷六。
HVP0116,加味化痰丸,人参1两，白术1两，半夏（制）1两，茯苓1两，桔梗1两，枳实半两，香附半两，前胡半两，甘草半两。,,No Data.[无数据],《赤水玄珠》卷六。功效:理气化痰。
HVP0117,十味养胃汤,厚朴1两，苍术1两，半夏1两，茯苓、人参、草果，藿香半两，橘红3分，甘草1分，附子。,,"寒疟，或感寒疫及恶寒者。[Cold malaria, or cold disease and aversion to cold.(Machine translation.)]",《易简方》。
HVP0118,丁香温中汤,丁香半两，半夏1两，橘红2两，人参2两，干姜2两，白术2两，甘草2两。,,"脾胃不和，饮食减少，短气虚羸，呕逆恶心者。[Disharmony between the spleen and stomach, reduced diet, shortness of qi deficiency, nausea and vomiting.(Machine translation.)]",《易简方》。
HVP0119,增损术附汤,白术1两，附子1两，甘草半两。,,"寒湿相搏，身体烦疼，而脚软痛；及气虚头眩，履湿地，觉腰重脚弱。[Cold and dampness, body pain, and soft feet pain; Qi deficiency, dizziness, wet feet, heavy waist and weak feet.(Machine translation.)]",《易简方》。
HVP0120,顺胎散,草果1个，元胡8分，五灵脂1钱，滑石8分。,,"胎气不顺，心痛不可忍。[The fetal Qi is not smooth, the heartache is unbearable.(Machine translation.)]",《易简方便》卷六。
HVP0121,柴胡防风汤,柴胡、防风、羌活。,,"风木之邪所致风气霍乱，头痛身热，上吐下泻，心腹绞痛，甚则转筋。[Wind and wood evil caused by wind and cholera, headache, body heat, vomiting and diarrhea, angina pectoris, even turn tendons.(Machine translation.)]",《症因脉治》卷四。
HVP0122,祛风顺气香枳散,枳壳（去瓤，麸炒）1两，防风（去叉）1两（锉），甘草（炙，锉）半两。,,大肠秘涩。[The large intestine is secretive and astringent.(Machine translation.)],《普济方》卷一○六引《余居士选奇方》。
HVP0123,人参辰砂丸,人参（好者，生研）1两（为末），辰砂（晶明佳者）半两（细研，同人参末研匀）。,,No Data.[无数据],《普济方》卷一○四引《十便良方》。功效:去骨髓内风冷，壮筋力，安神爽思，宽快膈脘，益胃进食。
HVP0124,大黄除热汤,大黄3两，黄芩3两，柴胡1两，芒消（别研）1两，甘草1两。,,阳实发热。[Yang excess causes fever.(Machine translation.)],《普济方》卷一一九引《指南方》。
HVP0125,茄根散,茄根、雄黄。,,赤白癜风。[Vitiligo.(Machine translation.)],《普济方》卷一一二。
HVP0126,加味匀气散,白芷1两，乌药2两，沉香7钱半，白术4两（去芦头），人参1两，陈皮1两，甘草半两。,,诸风疾。[All wind diseases.(Machine translation.)],《普济方》卷一一六引《德生堂方》。功效:顺气助脾。
HVP0127,三神汤,苍术2两（米泔浸2宿，焙干），白术半两，甘草半两（炙）。,,No Data.[无数据],《洗冤集录》卷五。功效:辟死气。
HVP0128,姜术半夏汤,干姜2两（炮），白术2两，半夏2两（汤浸7次，片切，焙干）。,,伤寒呕吐。[Typhoid vomiting.(Machine translation.)],《普济方》卷一三七引《保生回车论》。
HVP0129,枳实柴胡汤,枳实半两（麸炒令紫色，去瓤），柴胡（去苗）2两，黄芩1两半，人参半两，甘草（炙）1两半。,,"虚烦昏闷，呕逆恶心，往来寒热，胸膈闷，肢节痛，日晚所发潮热者。[The patients with deficiency, dizziness, nausea, cold and heat, chest and diaphragmatic distress, limb pain, and fever in the day and night.(Machine translation.)]",《普济方》卷一三三引《济生》。
HVP0130,表里汤,桂枝1两，麻黄（去节）1两，大黄（酒浸）1两，甘草（炙）1两。,,"太阳、阳明合病，中风，皆大热，头痛目疼，身重，烦躁，不便，小便少者。[Taiyang, Yangming combined disease, stroke, are hot, headache, eye pain, body weight, irritability, inconvenience, less urine.(Machine translation.)]",《普济方》卷一三六。
HVP0131,露星散,常山5钱半。,,疟疾。[Malaria.(Machine translation.)],《普济方》卷一九七。
HVP0132,三味汤,厚朴3方寸，草果3个，甘草2寸。,,脾疟。[Spleen malaria.(Machine translation.)],《普济方》卷一九七引《大衍方》。
HVP0133,既济丹,附子1两（炮，去皮，炒），朱砂半两。,,疟疾。[Malaria.(Machine translation.)],《普济方》卷一九七引《经效济世方》。
HVP0134,既济丹,磁石（好者，煅，醋淬，研碎，水飞）2两，辰砂（蜜者尤妙）2两，酸枣仁2两，人参2两，乳香半两。,,No Data.[无数据],《朱氏集验方》卷八。功效:升降心肾。
HVP0135,栀子酒,栀子1束，茵陈1束。,,黄疸。[Jaundice.(Machine translation.)],《普济方》卷一九五。
HVP0136,除桂建中汤,黄耆1两半，白芍药1两，甘草2钱半。,,脾疟。[Spleen malaria.(Machine translation.)],《普济方》卷一九八。
HVP0137,十金散,浮萍（晒干）。,,"小便不利，膀胱水气流滞。[Adverse urination, bladder water stagnation.(Machine translation.)]",《普济方》卷一九四。
HVP0138,保元丹,附子（炮，去皮脐）1两，肉豆蔻1两，白术1两，山药1两，干姜（炮）1两，赤石脂1两，肉桂半两。,,"老弱诸沉寒痼冷，小便滑数，大便时泄，腰腿脐腹疼痛，困倦，瘦虚食减。[The old and the weak are characterized by deep cold, chronic cold, slippery urination, diarrhea, pain in the waist, legs, navel and abdomen, drowsiness, thin and deficient food.(Machine translation.)]",《普济方》卷一二○。
HVP0139,葶苈方,葶苈子1两（纸衬熬令黑），知母1两，贝母1两。,,咳嗽。[Cough.(Machine translation.)],《普济方》卷一五七
HVP0140,百部紫菀丸,百部（新瓦上炒）1两半，紫菀（去苗土）1两半，款冬花（择洗）1两半，桔梗（炒）1两，贝母（去心，炒）1两。,,咳嗽。[Cough.(Machine translation.)],《普济方》卷一五七。
HVP0141,得效百部丸,百部（焙）7钱半，麻黄7钱半（为末），杏仁49粒（去皮尖，炒，别研为末）。,,大人、小儿咳嗽。[Adults and children cough.(Machine translation.)],《普济方》卷一五七。
HVP0142,参桔丸,人参半两，桔梗半两，陈皮3两。,,脾虚发热。[Spleen deficiency and fever.(Machine translation.)],《普济方》卷一五三引《指南方》。
HVP0143,益肺散,麻黄（去节）1两，五味子半两，杏仁（去皮尖，炒）半两，甘草（炙）半两，陈皮半两。,,"肺寒咳嗽，声重多涕，发喘。[Lung cold cough, heavy voice, runny nose, wheezing.(Machine translation.)]",《普济方》卷一五九。
HVP0144,诃子饮,诃子（去核）1两，杏仁（泡，去皮尖）1两，通草2钱5分。,,久咳语声不出。[He coughed for a long time and couldn't speak.(Machine translation.)],《济生》卷二。
HVP0145,人参膏子,人参半两（好者，生用），麻黄半两（不去节），甘草1分，汉防己半两（生用），杏仁49枚（汤泡，去皮尖，研细），百部1分（生用）。,,"大人小儿，肺壅痰嗽。[Adults and children, lung obstruction and phlegm cough.(Machine translation.)]",《普济方》卷一五八。
HVP0146,金柜散,天南星2两，半夏2两。,,"老少伤风，发嗽头痛，日久不愈。[The old and young have colds, coughs and headaches, but they don't heal for a long time.(Machine translation.)]",《普济方》卷一五八引《江阴方》。
HVP0147,茸角丸,鹿角（去上皮，取白者熬令黄）、鹿茸（新者良，陈者不佳）。,,腰痛。[lumbago.(Machine translation.)],《普济方》卷一五四引《千金》。
HVP0148,白羊肾丸,半夏，猪苓2两。,,"小便白浊,遗精。[White urine and seminal emission.(Machine translation.)]",《普济方》卷一八○引《郑氏家传渴浊方》。功效:除浊。
HVP0149,破气散,木香1两，荜澄茄2两，香附4两，姜黄2片，砂仁2两，枳壳2两，甘草2两，豆蔻2两。,,一切气。[It's all the rage.(Machine translation.)],《普济方》卷一八二。
HVP0150,藕节散,藕节。,,吐咯血。[Vomiting and hemoptysis.(Machine translation.)],《普济方》卷一八八引《经验良方》。
HVP0151,藕节散,藕节。,,鼻中肉坠。耳鼻毒及血症。[A drop in the nose. Otorhinotoxicity and hyperemia.(Machine translation.)],方出《串雅内编》卷四，名见《青囊秘传》。
HVP0152,暖胃备急丸,益智2钱，橘皮（炙）2钱，甘草（炙）2钱，阿魏1分（醋淘洗去砂，以麸为饼子，炙黄），生姜1斤（切作片子，盐2两一处炒）。,,"一切冷气，心疼气闷，吐逆霍乱。[All air conditioning, heartache, suffocation, vomit against cholera.(Machine translation.)]",《普济方》卷一八四。
HVP0153,蓬莪术散,蓬莪术2两（酽醋炙煮），木香1两（煨）。,,"一切冷气，抢心切痛，发即欲死；或久患腹痛，时复发动者。[All air conditioning, grab heart pain, hair is dying; Or suffer from abdominal pain for a long time, when reactivated.(Machine translation.)]",《普济方》卷一八四引《卫生家宝》。
HVP0154,麻黄厚朴汤,厚朴（制）1两，麻黄（去节）1两，杏仁（去皮尖）1两，橘皮1两，甘草半两，半夏（洗）半两。,,"脾咳。咳则右胁下痛，引肩背痛，甚则不可以动，动则咳，恶风脉浮。[Spleen cough. Cough is right flank pain, lead to shoulder back pain, even can't move, move cough, evil wind pulse floating.(Machine translation.)]",《普济方》卷一六○引《指南方》。
HVP0155,胡椒半夏丸,半夏1两，干姜1两，胡椒1分，丁香1分。,,"虚寒喘嗽，冷痰不止。[Deficiency cold asthma cough, cold phlegm more than.(Machine translation.)]",《普济方》卷一六三。
HVP0156,贴脐饼子,穿山甲（炮燥）3钱，五灵脂3钱，巴豆（去皮）3钱，大蒜（去皮）3钱。,,"虚中积滞，腹胀痞痛，大小便不通。[Deficiency in the accumulation of stagnation, abdominal distension pain, urinary obstruction.(Machine translation.)]",《普济方》卷一六九。
HVP0157,太上青金丹,芫花1两（生），黑豆1两（生），巴豆（和皮用），五灵脂1两5钱。,,积聚。[Accumulation.(Machine translation.)],《普济方》卷一六九。
HVP0158,克效交泰圣饼子,巴豆14粒，黄连7分（连皮用）（一方加大黄末1钱）。,,"伤寒结胸，脉浮不可下，下之必死。[Typhoid chest, pulse floating can not be under, under the will die.(Machine translation.)]",《普济方》卷一四一引《卫生家宝》。
HVP0159,三苓散,茯苓2钱，猪苓2钱，泽泻3钱。,,"麻疹因中气本虚不能透表，皮肤不燥，唇口淡白，二便如常；亦用于伤暑。[Measles due to the deficiency of Qi can not penetrate the surface, skin is not dry, lips pale, two will be as usual; It is also used for heat injury.(Machine translation.)]",《麻科活人》卷二。
HVP0160,茯苓利膈汤,茯苓1两，牛蒡子2两（炒香），荆芥穗1两，桔梗1两（微炒），甘草半两（炙紫色）。,,伤寒。[Typhoid fever.(Machine translation.)],《普济方》卷一四七引《保生回车论》。
HVP0161,坚止汤,黄连1两，吴茱萸1两，厚朴1两（一方干姜代吴萸）。,,"伤寒下痢赤白脓血，腹中痛者。[Typhoid dysentery, red white pus, abdominal pain.(Machine translation.)]",《普济方》卷一四三。
HVP0162,神圣自利膏,黄连2两（碾末），巴豆半两（带壳与黄连和匀）。,,"伤寒及诸证大便闭，结连不通，腹肚胀满疼痛；及病者体虚，不欲服药通利者。[Typhoid fever and all kinds of syndrome, stool closed, knot even impassable, abdominal pain; And patients with body deficiency, do not want to take medicine and benefit.(Machine translation.)]",《普济方》卷一四三引《德生堂方》。
HVP0163,鹿粉散,鹿角（烧灰）。,,脚上生恶疮。[There are sores on the feet.(Machine translation.)],《普济方》卷三○○。
HVP0164,橄榄散,橄榄核。,,冻脚疮。[Cold foot sores.(Machine translation.)],《普济方》卷三○○引《海上名方》。
HVP0165,橄榄散,橄榄1斤（连核捣烂）。,,多年羊癫疯症。[Years of epilepsy.(Machine translation.)],《温氏经验良方》。
HVP0166,煎蜜散,黄柏。,,男子阴疮损烂。[The man's vulva sores were damaged and rotten.(Machine translation.)],《普济方》卷三○一。
